executive_order_id,pdf_url,citation,start_page,end_page,title,signing_date,publication_date,president
13326,https://www.govinfo.gov/content/pkg/FR-2004-02-03/pdf/04-2408.pdf,69 FR 5255,5255,5256,President's Commission on Implementation of United States Space Exploration Policy,2004-01-27,02/03/2004,George Bush
13325,https://www.govinfo.gov/content/pkg/FR-2004-01-28/pdf/04-1941.pdf,69 FR 4217,4217,4218,"Amendment to Executive Order 12293, the Foreign Service of the United States",2004-01-23,01/28/2004,George Bush
13324,https://www.govinfo.gov/content/pkg/FR-2004-01-20/pdf/04-1322.pdf,69 FR 2823,2823,2824,Termination of Emergency With Respect to Sierra Leone and Liberia,2004-01-15,01/20/2004,George Bush
13322,https://www.govinfo.gov/content/pkg/FR-2004-01-02/pdf/03-32328.pdf,69 FR 231,231,240,Adjustments of Certain Rates of Pay,2003-12-30,01/02/2004,George Bush
13323,https://www.govinfo.gov/content/pkg/FR-2004-01-02/pdf/03-32332.pdf,69 FR 241,241,241,Assignment of Functions Relating to Arrivals in and Departures From the United States,2003-12-30,01/02/2004,George Bush
13321,https://www.govinfo.gov/content/pkg/FR-2003-12-23/pdf/03-31594.pdf,68 FR 74465,74465,74465,Appointments During National Emergency,2003-12-17,12/23/2003,George Bush
13320,https://www.govinfo.gov/content/pkg/FR-2003-12-12/pdf/03-30913.pdf,68 FR 69295,69295,69295,Closing of Executive Departments and Agencies of the,2003-12-09,12/12/2003,George Bush
13319,https://www.govinfo.gov/content/pkg/FR-2003-12-08/pdf/03-30513.pdf,68 FR 68233,68233,68233,"Amendment to Executive Order 13183, Establishment of the President's Task Force on Puerto Rico's Status",2003-12-03,12/08/2003,George Bush
13318,https://www.govinfo.gov/content/pkg/FR-2003-11-25/pdf/03-29644.pdf,68 FR 66317,66317,66318,Presidential Management Fellows Program,2003-11-21,11/25/2003,George Bush
13317,https://www.govinfo.gov/content/pkg/FR-2003-09-30/pdf/03-24919.pdf,68 FR 56515,56515,56516,Volunteers for Prosperity,2003-09-25,09/30/2003,George Bush
13316,https://www.govinfo.gov/content/pkg/FR-2003-09-23/pdf/03-24217.pdf,68 FR 55255,55255,55256,Continuance of Certain Federal Advisory Committees,2003-09-17,09/23/2003,George Bush
13315,https://www.govinfo.gov/content/pkg/FR-2003-09-03/pdf/03-22543.pdf,68 FR 52315,52315,52322,"Blocking Property of the Former Iraqi Regime, Its Senior Officials and Their Family Members, and Taking Certain Other Actions",2003-08-28,09/03/2003,George Bush
13314,https://www.govinfo.gov/content/pkg/FR-2003-08-13/pdf/03-20764.pdf,68 FR 48249,48249,48249,Waiver Under the Trade Act of 1974 With Respect to Turkmenistan,2003-08-08,08/13/2003,George Bush
13313,https://www.govinfo.gov/content/pkg/FR-2003-08-05/pdf/03-20013.pdf,68 FR 46073,46073,46076,Delegation of Certain Congressional Reporting Functions,2003-07-31,08/05/2003,George Bush
13311,https://www.govinfo.gov/content/pkg/FR-2003-07-31/pdf/03-19675.pdf,68 FR 45149,45149,45150,Homeland Security Information Sharing,2003-07-29,07/31/2003,George Bush
13312,https://www.govinfo.gov/content/pkg/FR-2003-07-31/pdf/03-19676.pdf,68 FR 45151,45151,45152,Implementing the Clean Diamond Trade Act,2003-07-29,07/31/2003,George Bush
13309,https://www.govinfo.gov/content/pkg/FR-2003-07-30/pdf/03-19572.pdf,68 FR 44851,44851,44851,"Amendments to Executive Order 12994, and Renaming the President's Committee on Mental Retardation as the President's Committee for People with Intellectual Disabilities",2003-07-25,07/30/2003,George Bush
13310,https://www.govinfo.gov/content/pkg/FR-2003-07-30/pdf/03-19573.pdf,68 FR 44853,44853,44856,Blocking Property of the Government of Burma and Prohibiting Certain Transactions,2003-07-28,07/30/2003,George Bush
13308,https://www.govinfo.gov/content/pkg/FR-2003-06-24/pdf/03-16102.pdf,68 FR 37691,37691,37692,"Further Amendment to Executive Order 12580, as Amended, Superfund Implementation",2003-06-20,06/24/2003,George Bush
13306,https://www.govinfo.gov/content/pkg/FR-2003-06-03/pdf/03-14116.pdf,68 FR 33337,33337,33337,Establishing the Bob Hope American Patriot Award,2003-05-28,06/03/2003,George Bush
13307,https://www.govinfo.gov/content/pkg/FR-2003-06-03/pdf/03-14117.pdf,68 FR 33338,33338,33338,European Central Bank,2003-05-29,06/03/2003,George Bush
13305,https://www.govinfo.gov/content/pkg/FR-2003-05-30/pdf/03-13750.pdf,68 FR 32323,32323,32323,Extension of the President's Information Technology Advisory Committee and the President's Council of Advisors on Science and Technology,2003-05-28,05/30/2003,George Bush
13304,https://www.govinfo.gov/content/pkg/FR-2003-05-29/pdf/03-13694.pdf,68 FR 32315,32315,32322,"Termination of Emergencies With Respect to Yugoslavia and Modification of Executive Order 13219 of June 26, 2001",2003-05-28,05/29/2003,George Bush
13303,https://www.govinfo.gov/content/pkg/FR-2003-05-28/pdf/03-13412.pdf,68 FR 31931,31931,31932,Protecting the Development Fund for Iraq and Certain Other Property in Which Iraq Has an Interest,2003-05-22,05/28/2003,George Bush
13302,https://www.govinfo.gov/content/pkg/FR-2003-05-20/pdf/03-12766.pdf,68 FR 27429,27429,27430,"Amending Executive Order 13212, Actions to Expedite Energy-Related Projects",2003-05-15,05/20/2003,George Bush
13301,https://www.govinfo.gov/content/pkg/FR-2003-05-19/pdf/03-12661.pdf,68 FR 26981,26981,26981,Increasing the Number of Members on the Intelligence Oversight Board,2003-05-14,05/19/2003,George Bush
13300,https://www.govinfo.gov/content/pkg/FR-2003-05-13/pdf/03-12071.pdf,68 FR 25807,25807,25807,Facilitating the Administration of Justice in the Federal Courts,2003-05-09,05/13/2003,George Bush
13299,https://www.govinfo.gov/content/pkg/FR-2003-05-12/pdf/03-11969.pdf,68 FR 25477,25477,25478,Interagency Group on Insular Areas,2003-05-12,05/12/2003,George Bush
13298,https://www.govinfo.gov/content/pkg/FR-2003-05-08/pdf/03-11713.pdf,68 FR 24857,24857,24858,Termination of Emergency With Respect to the Actions and Policies of Unita and Revocation of Related Executive Orders,2003-05-06,05/08/2003,George Bush
13297,https://www.govinfo.gov/content/pkg/FR-2003-04-28/pdf/03-10606.pdf,68 FR 22565,22565,22566,"Applying the Federal Physicians Comparability Allowance Amendments of 2000 to Participants in the Foreign Service Retirement and Disability System, the Foreign Service Pension System, and the Central Intelligence Agency Retirement and Disability System",2003-04-23,04/28/2003,George Bush
13296,https://www.govinfo.gov/content/pkg/FR-2003-04-23/pdf/03-10194.pdf,68 FR 19931,19931,19931,"Amendments to Executive Order 13045, Protection of Children From Environmental Health Risks and Safety Risks",2003-04-18,04/23/2003,George Bush
13295,https://www.govinfo.gov/content/pkg/FR-2003-04-09/pdf/03-8832.pdf,68 FR 17255,17255,17255,Revised List of Quarantinable Communicable Diseases,2003-04-04,04/09/2003,George Bush
13293,https://www.govinfo.gov/content/pkg/FR-2003-04-01/pdf/03-8108.pdf,68 FR 15917,15917,15917,"Amendment to Executive Order 10448, Establishing the National Defense Service Medal",2003-03-28,04/01/2003,George Bush
13294,https://www.govinfo.gov/content/pkg/FR-2003-04-01/pdf/03-8109.pdf,68 FR 15917,15917,15919,"Regulations Relating to Hazardous Duty Incentive Pay, Aviation Career Incentive Pay, and Submarine Duty Incentive Pay",2003-03-28,04/01/2003,George Bush
13292,https://www.govinfo.gov/content/pkg/FR-2003-03-28/pdf/03-7736.pdf,68 FR 15315,15315,15334,"Further Amendment to Executive Order 12958, as Amended, Classified National Security Information",2003-03-25,03/28/2003,George Bush
13291,https://www.govinfo.gov/content/pkg/FR-2003-03-25/pdf/03-7313.pdf,68 FR 14525,14525,14526,Further Adjustment of Certain Rates of Pay,2003-03-21,03/25/2003,George Bush
13290,https://www.govinfo.gov/content/pkg/FR-2003-03-24/pdf/03-7160.pdf,68 FR 14307,14307,14308,Confiscating and Vesting Certain Iraqi Property,2003-03-20,03/24/2003,George Bush
13289,https://www.govinfo.gov/content/pkg/FR-2003-03-14/pdf/03-6445.pdf,68 FR 12567,12567,12568,Establishing the Global War on Terrorism Medals,2003-03-12,03/14/2003,George Bush
13288,https://www.govinfo.gov/content/pkg/FR-2003-03-10/pdf/03-5848.pdf,68 FR 11457,11457,11461,Blocking Property of Persons Undermining Democratic Processes or Institutions in Zimbabwe,2003-03-06,03/10/2003,George Bush
13287,https://www.govinfo.gov/content/pkg/FR-2003-03-05/pdf/03-05344.pdf,68 FR 10635,10635,10638,Preserve America,2003-03-03,03/05/2003,George Bush
13286,https://www.govinfo.gov/content/pkg/FR-2003-03-05/pdf/03-5343.pdf,68 FR 10619,10619,10633,"Amendment of Executive Orders, and Other Actions, in Connection With the Transfer of Certain Functions to the Secretary of Homeland Security",2003-02-28,03/05/2003,George Bush
13285,https://www.govinfo.gov/content/pkg/FR-2003-02-03/pdf/03-2606.pdf,68 FR 5203,5203,5204,President's Council on Service and Civic Participation,2003-01-29,02/03/2003,George Bush
13284,https://www.govinfo.gov/content/pkg/FR-2003-01-28/pdf/03-2069.pdf,68 FR 4075,4075,4078,"Amendment of Executive Orders, and Other Actions, in Connection With the Establishment of the Department of Homeland Security",2003-01-23,01/28/2003,George Bush
13283,https://www.govinfo.gov/content/pkg/FR-2003-01-24/pdf/03-1798.pdf,68 FR 3371,3371,3372,Establishing the Office of Global Communications,2003-01-21,01/24/2003,George Bush
13282,https://www.govinfo.gov/content/pkg/FR-2003-01-08/pdf/03-464.pdf,68 FR 1133,1133,1142,Adjustments of Certain Rates of Pay,2002-12-31,01/08/2003,George Bush
13281,https://www.govinfo.gov/content/pkg/FR-2002-12-23/pdf/02-32518.pdf,67 FR 78319,78319,78319,"Half-Day Closing of Executive Departments and Agencies of the Federal Government on Tuesday, December 24, 2002",2002-12-19,12/23/2002,George Bush
13279,https://www.govinfo.gov/content/pkg/FR-2002-12-16/pdf/02-31831.pdf,67 FR 77141,77141,77144,Equal Protection of the Laws for Faith-Based and Community Organizations,2002-12-12,12/16/2002,George Bush
13280,https://www.govinfo.gov/content/pkg/FR-2002-12-16/pdf/02-31832.pdf,67 FR 77145,77145,77146,Responsibilities of the Department of Agriculture and the Agency for International Development With Respect to Faith-Based and Community Initiatives,2002-12-12,12/16/2002,George Bush
13278,https://www.govinfo.gov/content/pkg/FR-2002-12-13/pdf/02-31624.pdf,67 FR 76671,76671,76672,President's Commission on the United States Postal Service,2002-12-11,12/13/2002,George Bush
13277,https://www.govinfo.gov/content/pkg/FR-2002-11-21/pdf/02-29832.pdf,67 FR 70305,70305,70307,Delegation of Certain Authorities and Assignment of Certain Functions Under the Trade Act of 2002,2002-11-19,11/21/2002,George Bush
13276,https://www.govinfo.gov/content/pkg/FR-2002-11-19/pdf/02-29580.pdf,67 FR 69985,69985,69986,Delegation of Responsibilities Concerning Undocumented Aliens Interdicted or Intercepted in the Caribbean Region,2002-11-15,11/19/2002,George Bush
13275,https://www.govinfo.gov/content/pkg/FR-2002-10-09/pdf/02-25900.pdf,67 FR 62869,62869,62869,Creating a Board of Inquiry To Report on Certain Labor Disputes Affecting the Maritime Industry of the United States,2002-10-07,10/09/2002,George Bush
13274,https://www.govinfo.gov/content/pkg/FR-2002-09-23/pdf/02-24252.pdf,67 FR 59449,59449,59450,Environmental Stewardship and Transportation Infrastructure Project Reviews,2002-09-18,09/23/2002,George Bush
13273,https://www.govinfo.gov/content/pkg/FR-2002-09-03/pdf/02-22526.pdf,67 FR 56215,56215,56215,"Further Amending Executive Order 10173, as Amended, Prescribing Regulations Relating to the Safeguarding of Vessels, Harbors, Ports, and Waterfront Facilities of the United States",2002-08-21,09/03/2002,George Bush
13272,https://www.govinfo.gov/content/pkg/FR-2002-08-16/pdf/02-21056.pdf,67 FR 53461,53461,53462,Proper Consideration of Small Entities in Agency Rulemaking,2002-08-13,08/16/2002,George Bush
13271,https://www.govinfo.gov/content/pkg/FR-2002-07-11/pdf/02-17640.pdf,67 FR 46091,46091,46092,Establishment of the Corporate Fraud Task Force,2002-07-09,07/11/2002,George Bush
13269,https://www.govinfo.gov/content/pkg/FR-2002-07-08/pdf/02-17273.pdf,67 FR 45287,45287,45287,Expedited Naturalization of Aliens and Noncitizen Nationals Serving in an Active-Duty Status During the War on Terrorism,2002-07-03,07/08/2002,George Bush
13270,https://www.govinfo.gov/content/pkg/FR-2002-07-08/pdf/02-17274.pdf,67 FR 45288,45288,45291,Tribal Colleges and Universities,2002-07-03,07/08/2002,George Bush
13268,https://www.govinfo.gov/content/pkg/FR-2002-07-03/pdf/02-16951.pdf,67 FR 44751,44751,44752,"Termination of Emergency With Respect to the Taliban and Amendment of Executive Order 13224 of September 23, 2001",2002-07-02,07/03/2002,George Bush
13266,https://www.govinfo.gov/content/pkg/FR-2002-06-24/pdf/02-16040.pdf,67 FR 42467,42467,42468,Activities To Promote Personal Fitness,2002-06-20,06/24/2002,George Bush
13267,https://www.govinfo.gov/content/pkg/FR-2002-06-24/pdf/02-16041.pdf,67 FR 42469,42469,42470,Establishing a Transition Planning Office for the Department of Homeland Security Within the Office of Management and Budget,2002-06-20,06/24/2002,George Bush
13265,https://www.govinfo.gov/content/pkg/FR-2002-06-11/pdf/02-14807.pdf,67 FR 39841,39841,39842,President's Council on Physical Fitness and Sports,2002-06-06,06/11/2002,George Bush
13264,https://www.govinfo.gov/content/pkg/FR-2002-06-07/pdf/02-14497.pdf,67 FR 39243,39243,39243,"Amendment to Executive Order 13180, Air Traffic Performance-Based Organization",2002-06-04,06/07/2002,George Bush
13263,https://www.govinfo.gov/content/pkg/FR-2002-05-03/pdf/02-11166.pdf,67 FR 22337,22337,22338,President's New Freedom Commission on Mental Health,2002-04-29,05/03/2002,George Bush
13262,https://www.govinfo.gov/content/pkg/FR-2002-04-17/pdf/02-9536.pdf,67 FR 18773,18773,18792,"2002 Amendments to the Manual for Courts-Martial, United States",2002-04-11,04/17/2002,George Bush
13259,https://www.govinfo.gov/content/pkg/FR-2002-03-21/pdf/02-07085.pdf,67 FR 13239,13239,13239,Designation of Public International Organizations for Purposes of the Securities Exchange Act of 1934 and the Foreign Corrupt Practices Act of 1977,2002-03-19,03/21/2002,George Bush
13260,https://www.govinfo.gov/content/pkg/FR-2002-03-21/pdf/02-07086.pdf,67 FR 13241,13241,13242,Establishing the President's Homeland Security Advisory Council and Senior Advisory Committees for Homeland,2002-03-19,03/21/2002,George Bush
13261,https://www.govinfo.gov/content/pkg/FR-2002-03-21/pdf/02-7087.pdf,67 FR 13243,13243,13244,Providing An Order of Succession in the Environmental Protection Agency and Amending Certain Orders on Succession,2002-03-19,03/21/2002,George Bush
13258,https://www.govinfo.gov/content/pkg/FR-2002-02-28/pdf/02-5069.pdf,67 FR 9385,9385,9386,Amending Executive Order 12866 on Regulatory Planning and Review,2002-02-26,02/28/2002,George Bush
13257,https://www.govinfo.gov/content/pkg/FR-2002-02-19/pdf/02-4071.pdf,67 FR 7259,7259,7260,President's Interagency Task Force To Monitor and Combat Trafficking in Persons,2002-02-13,02/19/2002,George Bush
13256,https://www.govinfo.gov/content/pkg/FR-2002-02-14/pdf/02-3826.pdf,67 FR 6823,6823,6825,President's Board of Advisors on Historically Black Colleges and Universities,2002-02-12,02/14/2002,George Bush
13255,https://www.govinfo.gov/content/pkg/FR-2002-02-08/pdf/02-3337.pdf,67 FR 6157,6157,6157,"Amendment to Executive Order 13227, President's Commission on Excellence in Special Education",2002-02-06,02/08/2002,George Bush
13254,https://www.govinfo.gov/content/pkg/FR-2002-02-01/pdf/02-2638.pdf,67 FR 4869,4869,4871,Establishing the USA Freedom Corps,2002-01-29,02/01/2002,George Bush
13253,https://www.govinfo.gov/content/pkg/FR-2002-01-18/pdf/02-1594.pdf,67 FR 2791,2791,2792,"Amendment to Executive Order 13223, Ordering the Ready Reserve of the Armed Forces to Active Duty and Delegating Certain Authorities to the Secretary of Defense and the",2002-01-16,01/18/2002,George Bush
13250,https://www.govinfo.gov/content/pkg/FR-2002-01-11/pdf/02-917.pdf,67 FR 1597,1597,1597,Providing an Order of Succession Within the Department of Health and Human Services,2001-12-28,01/11/2002,George Bush
13252,https://www.govinfo.gov/content/pkg/FR-2002-01-11/pdf/02-919.pdf,67 FR 1601,1601,1601,Exclusions From the Federal Labor-Management Relations Program,2002-01-07,01/11/2002,George Bush
13251,https://www.govinfo.gov/content/pkg/FR-2002-01-11/pdf/02-918.pdf,67 FR 1599,1599,1600,Providing an Order of Succession Within the Department of State,2001-12-28,01/11/2002,George Bush
13249,https://www.govinfo.gov/content/pkg/FR-2002-01-07/pdf/02-448.pdf,67 FR 639,639,648,Adjustments of Certain Rates of Pay,2001-12-28,01/07/2002,George Bush
13248,https://www.govinfo.gov/content/pkg/FR-2001-12-27/pdf/01-31959.pdf,66 FR 66705,66705,66706,"Establishing an Emergency Board To Investigate a Dispute Between United Airlines, Inc., and its Mechanics and Related Employees Represented by the International Association of Machinists and Aerospace Workers",2001-12-20,12/27/2001,George Bush
